"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2009;"Terrestre";"ACRARU";"Long";0,75;0,75;0,75;0,75;0,75
2010;"Terrestre";"ACRARU";"Long";0,25;0,25;0,25;0,25;0,25
2011;"Terrestre";"ACRARU";"Long";0,35;0,5;0,666666666666667;0,833333333333333;0,983333333333333
2012;"Terrestre";"ACRARU";"Long";0;0;0;0;0
2001;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2002;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2003;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2004;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2005;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2006;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2007;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2008;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2009;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2010;"Aquatique";"ACRRIS";"Long";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625
2011;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2012;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2013;"Aquatique";"ACRRIS";"Long";0;0;0;0,0625;0,23125
2014;"Aquatique";"ACRRIS";"Long";0;0;0;0,111111111111111;0,461111111111111
2015;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2016;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2017;"Aquatique";"ACRRIS";"Long";0;0;0;0,0625;0,140178571428571
2018;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
2019;"Aquatique";"ACRRIS";"Long";0;0;0;0;0
1996;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
1997;"STOC-rozo";"ACRRIS";"Long";1;1;1;1;1
2000;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2002;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2003;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2005;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2006;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2007;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2008;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2009;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2011;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2012;"STOC-rozo";"ACRRIS";"Long";0,2075;0,275;0,35;0,425;0,4925
2013;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,0454545454545455;0,0863636363636364
2014;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2015;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2016;"STOC-rozo";"ACRRIS";"Long";0;0;0;0;0
2017;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,1;0,19
2018;"STOC-rozo";"ACRRIS";"Long";0;0;0,166666666666667;0,5;0,95
2019;"STOC-rozo";"ACRRIS";"Long";0;0;0;0,2;0,38
1989;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1990;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1991;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1993;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1994;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1995;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1996;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1997;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1998;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
1999;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2000;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2001;"Terrestre";"ACRRIS";"Long";0,0948863636363636;0,130681818181818;0,170454545454545;0,210227272727273;0,246022727272727
2002;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2004;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,9
2005;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2006;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2007;"Terrestre";"ACRRIS";"Long";0;0;0;0,0227272727272727;0,222159090909091
2008;"Terrestre";"ACRRIS";"Long";0;0;0;0,0454545454545455;0,15530303030303
2009;"Terrestre";"ACRRIS";"Long";0;0;0,1;0,210714285714286;0,901785714285714
2010;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2011;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2012;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2013;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2014;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2015;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,5
2016;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,3
2017;"Terrestre";"ACRRIS";"Long";0;0;0;0;0,800000000000001
2018;"Terrestre";"ACRRIS";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2019;"Terrestre";"ACRRIS";"Long";0;0;0;0;0
2001;"Aquatique";"ACRSCH";"Long";0;0;0;0;0
2002;"Aquatique";"ACRSCH";"Long";0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909;0,0909090909090909
2003;"Aquatique";"ACRSCH";"Long";0;0;0;0;0
2004;"Aquatique";"ACRSCH";"Long";0;0;0;0;0
2006;"Aquatique";"ACRSCH";"Long";0;0;0;0;0
2007;"Aquatique";"ACRSCH";"Long";0,015;0,15;0,236363636363636;0,287878787878788;0,328787878787879
2008;"Aquatique";"ACRSCH";"Long";0;0;0,181818181818182;0,333333333333333;0,348333333333333
2009;"Aquatique";"ACRSCH";"Long";0,00714285714285715;0,0714285714285714;0,142857142857143;0,338870431893688;0,515282392026578
2010;"Aquatique";"ACRSCH";"Long";0;0;0,05;0,169594594594595;0,3575
2011;"Aquatique";"ACRSCH";"Long";0,00714285714285714;0,0714285714285714;0,0976190476190476;0,10625;0,123125
2012;"Aquatique";"ACRSCH";"Long";0;0;0,0714285714285714;0,152597402597403;0,178896103896104
2013;"Aquatique";"ACRSCH";"Long";0;0;0,0416666666666667;0,133928571428571;0,270535714285714
2014;"Aquatique";"ACRSCH";"Long";0;0;0,166666666666667;0,2;0,62
2015;"Aquatique";"ACRSCH";"Long";0;0;0,1;0,361904761904762;0,645238095238095
2016;"Aquatique";"ACRSCH";"Long";0;0,03;0,16;0,2375;0,90625
2017;"Aquatique";"ACRSCH";"Long";0;0;0,142857142857143;0,285714285714286;0,412422360248447
2018;"Aquatique";"ACRSCH";"Long";0;0;0,166666666666667;0,222222222222222;0,433333333333333
2019;"Aquatique";"ACRSCH";"Long";0,005;0,05;0,133333333333333;0,205555555555556;0,220555555555556
1996;"STOC-rozo";"ACRSCH";"Long";0,105263157894737;0,105263157894737;0,105263157894737;0,105263157894737;0,105263157894737
1997;"STOC-rozo";"ACRSCH";"Long";0,0208333333333333;0,208333333333333;0,416666666666667;0,625;0,8125
1998;"STOC-rozo";"ACRSCH";"Long";0;0;0;0;0
1999;"STOC-rozo";"ACRSCH";"Long";0;0;0;0;0
2000;"STOC-rozo";"ACRSCH";"Long";0,2025;0,225;0,25;0,278846153846154;0,304807692307692
2001;"STOC-rozo";"ACRSCH";"Long";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2002;"STOC-rozo";"ACRSCH";"Long";0;0;0,0740740740740741;0,166666666666667;0,216666666666667
2003;"STOC-rozo";"ACRSCH";"Long";0;0;0;0;0
2004;"STOC-rozo";"ACRSCH";"Long";0;0;0;0;0
2005;"STOC-rozo";"ACRSCH";"Long";0;0;0;0;0
2006;"STOC-rozo";"ACRSCH";"Long";0;0;0;0,166666666666667;0,316666666666667
2007;"STOC-rozo";"ACRSCH";"Long";0,0075;0,075;0,3;0,505952380952381;0,52202380952381
2008;"STOC-rozo";"ACRSCH";"Long";0;0,0208333333333333;0,208333333333333;0,356060606060606;0,701704545454545
2009;"STOC-rozo";"ACRSCH";"Long";0;0;0;0,0625;0,361057692307692
2010;"STOC-rozo";"ACRSCH";"Long";0;0;0;0,0890151515151515;0,303333333333333
2011;"STOC-rozo";"ACRSCH";"Long";0;0,046875;0,115131578947368;0,208333333333333;0,379943502824859
2012;"STOC-rozo";"ACRSCH";"Long";0;0;0,0833333333333333;0,393229166666667;0,675071022727273
2013;"STOC-rozo";"ACRSCH";"Long";0,0115384615384615;0,094017094017094;0,222222222222222;0,430451127819549;0,935714285714285
2014;"STOC-rozo";"ACRSCH";"Long";0,025;0,2046875;0,245738636363636;0,276515151515151;0,326388888888889
2015;"STOC-rozo";"ACRSCH";"Long";0;0;0,2;0,413793103448276;0,9
2016;"STOC-rozo";"ACRSCH";"Long";0,0157894736842105;0,157894736842105;0,355263157894737;0,5;0,5
2017;"STOC-rozo";"ACRSCH";"Long";0;0,125;0,406779661016949;0,498768472906404;0,652011494252874
2018;"STOC-rozo";"ACRSCH";"Long";0;0;0,1;0,454545454545455;0,507456140350877
2019;"STOC-rozo";"ACRSCH";"Long";0,0229166666666667;0,229166666666667;0,458333333333333;0,479166666666667;0,497916666666667
1990;"Terrestre";"ACRSCH";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
1996;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1997;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
1998;"Terrestre";"ACRSCH";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143
1999;"Terrestre";"ACRSCH";"Long";0,125;0,125;0,125;0,125;0,125
2000;"Terrestre";"ACRSCH";"Long";0;0;0;0,0833333333333333;0,158333333333333
2001;"Terrestre";"ACRSCH";"Long";0,00909090909090906;0,0909090909090909;0,181818181818182;0,272727272727273;0,354545454545455
2002;"Terrestre";"ACRSCH";"Long";0;0;0;0,107142857142857;0,203571428571429
2003;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2004;"Terrestre";"ACRSCH";"Long";0,523809523809524;0,523809523809524;0,523809523809524;0,523809523809524;0,523809523809524
2005;"Terrestre";"ACRSCH";"Long";0,0125;0,125;0,25;0,375;0,4875
2006;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2007;"Terrestre";"ACRSCH";"Long";0,61;0,7;0,8;0,9;0,99
2008;"Terrestre";"ACRSCH";"Long";0,35;0,5;0,666666666666667;0,833333333333333;0,983333333333333
2009;"Terrestre";"ACRSCH";"Long";0,0375;0,375;0,5;0,5;0,5
2010;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2011;"Terrestre";"ACRSCH";"Long";0,00299999999999999;0,03;0,06;0,09;0,117
2012;"Terrestre";"ACRSCH";"Long";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2013;"Terrestre";"ACRSCH";"Long";0,00357142857142856;0,0357142857142857;0,0714285714285714;0,107142857142857;0,139285714285714
2014;"Terrestre";"ACRSCH";"Long";0;0;0;0,0714285714285714;0,907142857142857
2015;"Terrestre";"ACRSCH";"Long";0,00714285714285715;0,0714285714285714;0,142857142857143;0,196428571428571;0,244642857142857
2016;"Terrestre";"ACRSCH";"Long";0;0;0;0,0416666666666667;0,0791666666666667
2017;"Terrestre";"ACRSCH";"Long";0;0;0;0,0588235294117647;0,230882352941177
2018;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2019;"Terrestre";"ACRSCH";"Long";0;0;0;0;0
2001;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2002;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2003;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2004;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2005;"Aquatique";"ACRSCI";"Long";0;0;0;0;0
2006;"Aquatique";"ACRSCI";"Long";0;0;0;0,02;0,038
2007;"Aquatique";"ACRSCI";"Long";0;0,00806451612903226;0,060246679316888;0,100417032484636;0,129726368159204
2008;"Aquatique";"ACRSCI";"Long";0;0;0;0,0454545454545455;0,0670454545454545
2009;"Aquatique";"ACRSCI";"Long";0;0;0,0277777777777778;0,0972222222222222;0,121031746031746
2010;"Aquatique";"ACRSCI";"Long";0;0;0,0208333333333333;0,0873397435897436;0,204226762820513
2011;"Aquatique";"ACRSCI";"Long";0;0;0;0,0612128146453089;0,0869565217391304
2012;"Aquatique";"ACRSCI";"Long";0;0;0;0,037037037037037;0,102222222222222
2013;"Aquatique";"ACRSCI";"Long";0;0;0;0;0,0275862068965517
2014;"Aquatique";"ACRSCI";"Long";0;0;0;0,0306878306878307;0,0933235867446394
2015;"Aquatique";"ACRSCI";"Long";0;0;0;0;0,121428571428571
2016;"Aquatique";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,13167701863354
2017;"Aquatique";"ACRSCI";"Long";0;0;0;0,0714285714285714;0,237011494252874
2018;"Aquatique";"ACRSCI";"Long";0;0;0;0,0554812834224599;0,207769230769231
2019;"Aquatique";"ACRSCI";"Long";0;0;0;0,0460164835164835;0,150961538461538
1996;"STOC-rozo";"ACRSCI";"Long";0,03125;0,03125;0,03125;0,03125;0,03125
1997;"STOC-rozo";"ACRSCI";"Long";0,36777950310559;0,463509316770186;0,569875776397516;0,676242236024845;0,771972049689441
1998;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0625;0,11875
1999;"STOC-rozo";"ACRSCI";"Long";0;0;0;0;0
2000;"STOC-rozo";"ACRSCI";"Long";0;0;0;0;0
2001;"STOC-rozo";"ACRSCI";"Long";0;0;0,0434782608695652;0,0909090909090909;0,0990909090909091
2002;"STOC-rozo";"ACRSCI";"Long";0;0;0;0;0,0861111111111112
2003;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0267857142857143;0,0871212121212121
2004;"STOC-rozo";"ACRSCI";"Long";0;0;0;0;0
2005;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0222222222222222;0,0272222222222222
2006;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0138888888888889;0,179710144927536
2007;"STOC-rozo";"ACRSCI";"Long";0;0;0,0454545454545455;0,0714285714285714;0,295454545454545
2008;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,08;0,145238095238095
2009;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0911764705882353;0,239166666666667
2010;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0104166666666667;0,0614889705882353
2011;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,015625;0,126282051282051
2012;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0833333333333333;0,305691056910569
2013;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,0816666666666667;0,147727272727273
2014;"STOC-rozo";"ACRSCI";"Long";0;0;0,0380747126436782;0,0754901960784314;0,131808035714286
2015;"STOC-rozo";"ACRSCI";"Long";0;0;0;0,065;0,138111888111888
2016;"STOC-rozo";"ACRSCI";"Long";0;0;0,037037037037037;0,0715197956577267;0,0883838383838384
2017;"STOC-rozo";"ACRSCI";"Long";0;0,04;0,125;0,183673469387755;0,256529680365297
2018;"STOC-rozo";"ACRSCI";"Long";0;0,0357142857142857;0,151428571428571;0,219635627530364;0,3015625
2019;"STOC-rozo";"ACRSCI";"Long";0,005;0,0527272727272727;0,0942350332594235;0,107723577235772;0,305555555555556
1990;"Terrestre";"ACRSCI";"Long";0;0;0;0,0147058823529412;0,0279411764705882
1991;"Terrestre";"ACRSCI";"Long";0,00277777777777778;0,0277777777777778;0,0555555555555556;0,0902777777777778;0,121527777777778
1992;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
1993;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
1994;"Terrestre";"ACRSCI";"Long";0;0;0;0,0172413793103448;0,0327586206896552
1995;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
1996;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
1997;"Terrestre";"ACRSCI";"Long";0;0;0;0,0277777777777778;0,102777777777778
1998;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
1999;"Terrestre";"ACRSCI";"Long";0;0;0;0,0208333333333333;0,0395833333333333
2000;"Terrestre";"ACRSCI";"Long";0;0;0;0,1875;0,46875
2001;"Terrestre";"ACRSCI";"Long";0;0;0;0;0
2002;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,141666666666667
2003;"Terrestre";"ACRSCI";"Long";0;0;0,03125;0,14047619047619;0,425
2004;"Terrestre";"ACRSCI";"Long";0;0;0;0,111111111111111;0,404545454545454
2005;"Terrestre";"ACRSCI";"Long";0;0;0;0,0202702702702703;0,3225
2006;"Terrestre";"ACRSCI";"Long";0;0;0;0,0717905405405405;0,336397058823529
2007;"Terrestre";"ACRSCI";"Long";0;0;0;0,0368906455862978;0,73
2008;"Terrestre";"ACRSCI";"Long";0;0;0;0,0972222222222222;0,310572139303483
2009;"Terrestre";"ACRSCI";"Long";0;0;0;0,222527472527473;0,8
2010;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,183552631578947
2011;"Terrestre";"ACRSCI";"Long";0;0;0;0,0753676470588235;0,571078431372549
2012;"Terrestre";"ACRSCI";"Long";0;0;0;0,0576923076923077;0,232142857142857
2013;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,153055555555555
2014;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,0556521739130434
2015;"Terrestre";"ACRSCI";"Long";0;0;0;0,0555555555555556;0,25
2016;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,372297297297297
2017;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,7421875
2018;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,185714285714286
2019;"Terrestre";"ACRSCI";"Long";0;0;0;0;0,21875
1989;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1990;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1991;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1992;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1993;"Terrestre";"ANTTRI";"Long";0,00416666666666665;0,0416666666666667;0,0833333333333333;0,125;0,1625
1994;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1995;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
1997;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
2000;"Terrestre";"ANTTRI";"Long";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2001;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
2003;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
2004;"Terrestre";"ANTTRI";"Long";0;0;0;0,5;0,95
2005;"Terrestre";"ANTTRI";"Long";0;0;0;0;0,9
2006;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
2007;"Terrestre";"ANTTRI";"Long";0;0;0;0,25;0,925
2008;"Terrestre";"ANTTRI";"Long";0;0;0;0;0,4375
2009;"Terrestre";"ANTTRI";"Long";0;0;0;0,333333333333333;0,573333333333333
2010;"Terrestre";"ANTTRI";"Long";0,0125;0,125;0,25;0,375;0,4875
2011;"Terrestre";"ANTTRI";"Long";0;0;0,136363636363636;0,818181818181818;1
2012;"Terrestre";"ANTTRI";"Long";0;0;0;0,75;0,975
2013;"Terrestre";"ANTTRI";"Long";0,2075;0,275;0,35;0,425;0,4925
2014;"Terrestre";"ANTTRI";"Long";0;0;0;0,3;0,705
2015;"Terrestre";"ANTTRI";"Long";0;0;0;0,777777777777778;0,977777777777778
2016;"Terrestre";"ANTTRI";"Long";0;0;0;0;0
2017;"Terrestre";"ANTTRI";"Long";0,025;0,25;0,5;0,75;0,975
2018;"Terrestre";"ANTTRI";"Long";0;0;0;0,125;0,4625
2005;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2008;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2010;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2011;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2012;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2014;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2015;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2017;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2018;"Terrestre";"CAPEUR";"Long";0;0;0;0;0
2007;"Terrestre";"CUCCAN";"Long";0;0;0;0;0
2009;"Terrestre";"CUCCAN";"Long";0;0;0;0;0
2015;"Terrestre";"CUCCAN";"Long";0;0;0;0;0
2007;"Aquatique";"DELURB";"Long";0;0;0;0;0
2008;"Aquatique";"DELURB";"Long";0;0;0;0;0
2017;"Aquatique";"DELURB";"Long";0;0;0;0;0
2018;"Aquatique";"FICUCA";"Long";0;0;0;0;0
2004;"Terrestre";"FICUCA";"Long";1;1;1;1;1
2009;"Terrestre";"FICUCA";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2010;"Terrestre";"FICUCA";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2011;"Terrestre";"FICUCA";"Long";1;1;1;1;1
2013;"Terrestre";"FICUCA";"Long";0;0;0;0;0
2014;"Terrestre";"FICUCA";"Long";1;1;1;1;1
2015;"Terrestre";"FICUCA";"Long";0,5;0,5;0,5;0,5;0,5
2019;"Terrestre";"FICUCA";"Long";1;1;1;1;1
2016;"Terrestre";"FICUCAHYP";"Long";0;0;0;0;0
1990;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2002;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2003;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2004;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2005;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2006;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2007;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2008;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2011;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2012;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2013;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2014;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2015;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2016;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2017;"Terrestre";"HIPICT";"Long";0;0;0;0;0
2008;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2010;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2011;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2016;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2017;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2018;"Aquatique";"HIPPOL";"Long";0,25625;0,3125;0,375;0,4375;0,49375
2019;"Aquatique";"HIPPOL";"Long";0;0;0;0;0
2007;"STOC-rozo";"HIPPOL";"Long";0;0;0;0;0
2010;"STOC-rozo";"HIPPOL";"Long";0;0;0;0;0
2019;"STOC-rozo";"HIPPOL";"Long";0;0;0;0;0
1990;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,18
1991;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
1992;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
1993;"Terrestre";"HIPPOL";"Long";0;0;0;0,25;0,925
1994;"Terrestre";"HIPPOL";"Long";0;0;0;0,333333333333333;0,483333333333333
1995;"Terrestre";"HIPPOL";"Long";0;0;0;0,25;0,325
1996;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
1997;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
1998;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
1999;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
2000;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
2001;"Terrestre";"HIPPOL";"Long";0;0;0;0;0
2002;"Terrestre";"HIPPOL";"Long";0;0;0;0,0277777777777778;0,137301587301587
2003;"Terrestre";"HIPPOL";"Long";0;0;0;0,025;0,155
2004;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,333333333333333
2005;"Terrestre";"HIPPOL";"Long";0;0;0;0,124242424242424;0,775
2006;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,38125
2007;"Terrestre";"HIPPOL";"Long";0;0;0;0,147727272727273;0,518269230769231
2008;"Terrestre";"HIPPOL";"Long";0;0;0;0,0666666666666667;1
2009;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,278246753246753
2010;"Terrestre";"HIPPOL";"Long";0;0;0;0,173913043478261;0,866666666666667
2011;"Terrestre";"HIPPOL";"Long";0;0;0,0454545454545455;0,21078431372549;1
2012;"Terrestre";"HIPPOL";"Long";0;0;0;0,0952380952380952;0,193089430894309
2013;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,0678733031674208
2014;"Terrestre";"HIPPOL";"Long";0;0;0;0,155555555555556;0,807142857142857
2015;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,342857142857143
2016;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,111965811965812
2017;"Terrestre";"HIPPOL";"Long";0;0;0;0,25;0,45
2018;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,257142857142857
2019;"Terrestre";"HIPPOL";"Long";0;0;0;0;0,310416666666667
2001;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2006;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2014;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2017;"STOC-rozo";"HIRRUS";"Long";0;0;0;0;0
2018;"STOC-rozo";"HIRRUS";"Long";0,75625;0,8125;0,875;0,9375;0,99375
2019;"STOC-rozo";"HIRRUS";"Long";1;1;1;1;1
2000;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2001;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2006;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2007;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2008;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2013;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2014;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2015;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2016;"Terrestre";"HIRRUS";"Long";0;0;0;0;0
2018;"Terrestre";"HIRRUS";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2007;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2008;"Terrestre";"IXOMIN";"Long";0;0;0;0;0
2005;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2006;"Terrestre";"JYNTOR";"Long";1;1;1;1;1
2007;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2008;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2009;"Terrestre";"JYNTOR";"Long";0,00999999999999997;0,1;0,2;0,3;0,39
2010;"Terrestre";"JYNTOR";"Long";0,0249999999999999;0,25;0,5;0,75;0,975
2011;"Terrestre";"JYNTOR";"Long";0;0;0;0,375;0,645833333333333
2012;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2013;"Terrestre";"JYNTOR";"Long";0;0;0;0,166666666666667;0,316666666666667
2015;"Terrestre";"JYNTOR";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375
2016;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2017;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2018;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2019;"Terrestre";"JYNTOR";"Long";0;0;0;0;0
2017;"STOC-rozo";"LANRIO";"Long";0;0;0;0;0
1994;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2000;"Terrestre";"LANRIO";"Long";0;0;0;0;0
2001;"Terrestre";"LANRIO";"Long";0,02;0,2;0,4;0,45;0,495
